kbpedia-id,pref-label,alt-label,definition
Parts-Device-WheeledTransportationDevice,,,Any of the parts associated with a wheeled transportation vehicle.
Parts-Topic,topics of 'parts',parts,This conceptual systems category is a focal point for aggregating topics of 'parts'.
PasqueFlower,,,"The genus Pulsatilla contains about 33 species of herbaceous perennials native to meadows and prairies of North America, Europe, and Asia. Common names include pasque flower (or pasqueflower), wind flower, prairie crocus, Easter Flower, and meadow anemone. Several species are valued ornamentals because of their finely-dissected leaves, solitary bell-shaped flowers, and plumed seed heads. The showy part of the flower consists of sepals, not petals."
Pass-Geographical,geographical pass,,"A mountain pass is a route through a mountain range or over a ridge. Since many of the world's mountain ranges have presented formidable barriers to travel, passes have been important since before recorded history, and have played a key role in trade, war, and migration. At lower elevations it may be called a hill pass. The highest pass is Mana Pass, located in the Himalayas on the border between India and China."
Passalidae,,,"Passalidae is a family of beetles known variously as \""bessbugs\"", \""bess beetles\"", \""betsy beetles\"" or \""horned passalus beetles\"". Nearly all of the 500-odd species are tropical; species found in North America are notable for their size, ranging from 20–43 mm, for having a single \""horn\"" on the head, and for a form of social behavior unusual among beetles. While the taxonomy of Nearctic species is well-known (four species in the US, and 90 in Mexico), bess beetles in other parts of the world need further study."
PassengerRailTransport,,,"This category contains topics specific to rail transport of passengers. This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of passenger railway transportation. This product category corresponds to the UNSPSC code: 78111600."
Passport,passport (document),passport,"A specialization of LegalDocument and IDDocument. Each instance of Passport is a document issued to a person by the government of a country of which s/he is a citizen, in order to identify that person as a citizen of that country while s/he is travelling outside of its borders. It can also be used for ID purposes back home. Passports typically expire after a set period of time and require renewal. Countries generally allow only one valid passport per citizen. This ‘commodity’ product category is drawn from UNSPSC, readily converted into other widely used systems. This commodity category is for passport. This product category corresponds to the UNSPSC code: 55121803."
Passport-Agreement,passport,passport,
Password,password,password,
Password-Computer,password (computer),password,
Pasta,,,"This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of plain pasta or noodl. This product category corresponds to the UNSPSC code: 50192900."
PasteursDayGecko,,,"Pasteur's day gecko (Phelsuma v-nigra pasteuri Meier, 1984; synonym, Phelsuma pasteuri ) is a small diurnal subspecies of gecko. It lives in the Comoros and typically inhabits trees and bushes. Pasteur's day gecko feeds on insects and nectar."
PatagonianOpossum,,,The Patagonian opossum (Lestodelphys halli) is the sole species in genus Lestodelphys.
Patchwork,,,"Patchwork or \""pieced work\"" is a form of needlework that involves sewing together pieces of fabric into a larger design. The larger design is usually based on repeat patterns built up with different fabric shapes (which can be different colors). These shapes are carefully measured and cut, basic geometric shapes making them easy to piece together."
Path-Customary,path (customary),,
Pathologist,pathologist,List of notable pathologists||Pathologists,A list of people notable in the field of pathology.
Patriot,patriot,patriot,
Patriotism,patriotism,patriot,"Patriotism or national pride is the feeling of love, devotion and sense of attachment to a homeland and alliance with other citizens who share the same sentiment."
Patron,,,"A patron is a person or organization (agent) who provides support, encouragement, privilege, or financial aid to another organization or individual. In the history of art, arts patronage refers to the support that kings, popes, and the wealthy have provided to artists such as musicians, painters, and sculptors."
PatterdaleTerrier,,,"The Patterdale Terrier is an English breed of dog descended from the Northern terrier breeds of the early 20th century. The origins of the breed can be traced back to the Lake District, specifically to Ullswater Hunt master Joe Bowman, an early Border Terrier breeder. The \""Patterdale Terrier\"" is more so a \""type\"" rather than a \""breed\"",being the result of a culmination of working terrier breeds indigenous to the United Kingdom."
PaulAllensFlowerFly,,,"Paul Allen's flower fly (Eristalis alleni) is a flower fly found only in Costa Rican forest in the central highlands. It was named after Paul Allen. Another fly was also named after Allen's associate Bill Gates, Bill Gates' flower fly (Eristalis gatesi). It is similar in appearance to Eristalis circe Williston, 1891 and Eristalis persa Williston, 1891, but has different leg colouration."
Pauoa,,,"Ctenitis squamigera, commonly known as the Pacific Lacefern or Pauoa, is a critically endangered species of fern found only on the islands of Hawaii. In 2003 there were at least 183 individuals remaining, divided among 23 populations. Several populations consist of only one to four plants. Threats to the species include the degradation of the Hawaiian forests by Axis deer, Mouflon sheep, feral pigs and goats, and invasive plant species such as Santa Barbara daisy and guava. This fern is a federally listed endangered species of the United States."
Paying,paying,payment,
Paying-FulfillingAnObligation,paying to fulfill an obligation,paying,
Payout,,,"Income is the consumption and savings opportunity gained by an entity within a specified timeframe, which is generally expressed in monetary terms. However, for households and individuals, \""income is the sum of all the wages, salaries, profits, interests payments, rents, and other forms of earnings received... in a given period of time.\"" In the field of public economics, the term may refer to the accumulation of both monetary and non-monetary consumption ability, with the former (monetary) being used as a proxy for total income."
PayPhone,pay phone,pay phone,
PCAA,,,"PCAA, or 5-[N-(1-phenylcyclohexyl)]-aminopentanoic acid, is a metabolite of phencyclidine (PCP). It can be detected in the urine of PCP users by mass spectrometry as means of drug screening."
PCNA,,,"Proliferating cell nuclear antigen (PCNA) is a DNA clamp that acts as a processivity factor for DNA polymerase δ in eukaryotic cells and is essential for replication. PCNA is a homotrimer and achieves its processivity by encircling the DNA, where it acts as a scaffold to recruit proteins involved in DNA replication, DNA repair, chromatin remodeling and epigenetics."
Pea-Foodstuff,pea food,,
Peach,,,"This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of peach. This product category corresponds to the UNSPSC code: 50305300."
PeaCrab,,,"The pea crab, Pinnotheres pisum, is a small crab in the family Pinnotheridae that lives as a parasite in oysters, clams, mussels, and other species of bivalves."
Pear,,,"This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of pear. This product category corresponds to the UNSPSC code: 50305400."
Pearl,,,"This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of pearl. This product category corresponds to the UNSPSC code: 54121700."
PearyCaribou,,,"The Peary caribou (Rangifer tarandus pearyi) is a caribou subspecies found in the high Arctic islands of Canada's Nunavut and Northwest territories. They are the smallest of the North American caribou, with the females weighing an average of 60 kilograms (130 lb) and the males 110 kilograms (240 lb). In length the females average 1.4 m (4.6 ft) and the males 1.7 m (5.6 ft). The Peary caribou, called tuktu in Inuinnaqtun/Inuktitut, and written as ᕐᑯᑦᓯᑦᑐᒥ ᑐᒃᑐ in Inuktitut syllabics, is a major food source for the Inuit and was named after Robert Peary."
PecosGambusia,,,"The Pecos gambusia (Gambusia nobilis) is a species of fish in the Poeciliidae family endemic to the Pecos River in Texas and New Mexico in the United States. This two-inch species, as most of its family, is a livebearer. Females produce broods of up to 40 fry every four to five days. The fish are omnivorous, eating algae and small invertebrates, and are endangered due to loss of their spring-fed desert habitat."
Pectinariidae,,,"Pectinariidae, or the trumpet worms or ice cream cone worms, are a family of marine polychaete worms that build tubes using grains of sand roughly resembling ice cream cones or trumpets. These structures can be up to 5 centimetres (2 in) long. The earliest pectinariid fossils are known from the Cretaceous."
Pectolite,,,"Pectolite is a white to gray mineral, NaCa2Si3O8(OH), sodium calcium inosilicate hydroxide. It crystallizes in the triclinic system typically occurring in radiated or fibrous crystalline masses. It has a Mohs hardness of 4.5 to 5 and a specific gravity of 2.7 to 2.9. The gemstone variety, larimar, is a pale to sky blue."
Pedal-ControlDevice,pedal control,,
PedateCheckerMallow,,,"Sidalcea pedata, also called birdfoot checkerbloom or Big Bear checkerbloom, is a rare and endangered perennial herb of California. It blooms between May and July. However, it is an endemic species of California and only occurs in few places in the San Bernardino Mountains, primarily at Bear Valley, Bluff Lake. It grows at 1500–2100 m elevation in moist meadows to open woodlands and the unique pebble plain habitat of the area. Since Big Bear Valley is a resort destination, the birdfoot checkerbloom is threatened by development, vehicles and grazing."
Pediocactus,,,"Pediocactus (Greek: πεδίον (pedion) means \""plain\"", \""flat\"", \""field\"") is a genus of cacti. The genus comprises between 6 and 11 species, depending upon the authority. Species of this genus are referred to as hedgehog cacti, though that name is also applied to plants from the genera Echinocereus and Echinopsis. Species may also be referred to as pincushion cacti, a common name which is also applied to other genera."
PediocactusWinkleri,,,"Pediocactus winkleri, commonly known as Winkler's cactus or Winkler's pincushion cactus, is a small cactus endemic to the state of Utah in the United States. It is known only from Emery and Wayne Counties. The cactus is shaped like a small ribbed ball. It has 9 to 14 short radial spines each 1.5 – 4 mm long. The flowers range from peach to pink in color. The cactus is cold-hardy and are native to high altitude sandy hilltops and slopes."
Pedophilia-TheAction,,,"Pedophilia or paedophilia is a psychiatric disorder in which an adult or older adolescent experiences a primary or exclusive sexual attraction to prepubescent children, generally age 11 years or younger. As a medical diagnosis, specific criteria for the disorder extend the cut-off point for prepubescence to age 13."
Peeler-Device,,,"The collection of all vegetable peelers. A type of CookingUtensil and CuttingDevice. The collection Peeler_Device is an ArtifactTypeByGenericCategory and a SpatiallyDisjointObjectType. This ‘commodity’ product category is drawn from UNSPSC, readily converted into other widely used systems. This commodity category is for vegetable peeler. This product category corresponds to the UNSPSC code: 52151609. "
Pegasoferae,,,"Pegasoferae is a proposed clade of mammals based on genomic research in molecular systematics by Nishihara, Hasegawa and Okada (2006). To the surprise of the authors, their data led them to propose a clade that includes bats (order Chiroptera), carnivores such as cats and dogs (order Carnivora), horses and other odd-toed ungulates (order Perissodactyla) and pangolins (order Pholidota) as springing from a single evolutionary origin within the mammals. The name Pegasoferae was coined from the name of the mythological flying horse Pegasus to refer to bats and horses, and the term Ferae, encompassing carnivorans and pangolins. According to this, the odd-toed ungulates' closest living relatives are the carnivorans. Earlier theories of mammalian evolution would, for example, have aligned bats wi."
Pegasus-Constellation,Pegasus constellation,Pegasus,
PelagibacterUbique,,,"Pelagibacter, with the single species P. ubique, was isolated in 2002 and given a specific name, although it has not yet been validly published according to the bacteriological code. It is an abundant member of the SAR11 clade in the phylum Alphaproteobacteria. SAR11 members are highly dominant organisms found in both salt and fresh water worldwide — possibly the most numerous bacterium in the world, and were originally known only from their rRNA genes, which were first identified in environmental samples from the Sargasso Sea in 1990 by Stephen Giovannoni's laboratory in the Department of Microbiology at Oregon State University and later found in oceans worldwide. P. ubique and its relatives may be the most abundant organisms in the ocean, and quite possibly the most abundant bacteria."
Pelagiidae,,,Pelagiidae is a family of jellyfish.
PelicanEel,,,"The pelican eel, Eurypharynx pelecanoides, is a deep-sea fish rarely seen by humans, though it is occasionally caught in fishing nets. It is an eel-like fish and the only known member of the genus Eurypharynx and the family Eurypharyngidae. It belongs to the order Saccopharyngiformes, which is closely related to the true eels in Anguilliformes. It is also referred to as the gulper eel, pelican gulper, and umbrella-mouth gulper. The specific epithet pelecanoides refers to the pelican, as the fish's large mouth is reminiscent of that of the bird."
Pellaea,,,"Pellaea is a genus of ferns in the Cheilanthoideae subfamily of the Pteridaceae. The genus name is derived from the Greek word πελλος (pellos), meaning \""dark,\"" and refers to the bluish-gray stems. Members of the genus are commonly known as cliffbrakes. They primarily grow in rocky habitats, including moist rocky canyons, slopes, and bluffs."
PellegriniodendronDiphyllum,,,"Pellegriniodendron diphyllum is a species of legume in the Fabaceae family.It is found in Cameroon, Côte d'Ivoire, Gabon, and Ghana.It is threatened by habitat loss."
Pelliaceae,,,"Pelliaceae is a family of liverworts with three genera: Pellia (in the temperate Northern Hemisphere) and Noteroclada (in the Southern Hemisphere), and Androcryphia. The three genera are easily distinguished, not only because they occur in completely separate regions of the world, but because Noteroclada has a leafy appearance, while Pellia is more clearly thallose. Androcryphia is much less common, and bears similarities to the foliose members of Jungermanniales."
Pelomedusidae,,,"Pelomedusidae is a family of freshwater turtles native to sub-Saharan Africa, with a single species, Pelomedusa subrufa, also found in Yemen. They range in size from 12 to 45 cm (4.7 to 17.7 in) in carapace length, and are generally roundish in shape. They are unable to fully withdraw their heads into their shells, instead drawing them to the side and folding them beneath the upper edge of their shells, hence are called African side-necked turtles. The family contains two living genera. They are distinguished from their closest relatives by a hinge in the front section of the plastron."
Pelophryne,,,"Pelophryne (Flathead Toads) is a genus of true toads endemic to Philippines, Borneo, Malaya, Singapore and Hainan Island, China."
PelsPouchedBat,,,"The Pel's pouched bat (Saccolaimus peli) is a species of sac-winged bat in the family Emballonuridae.It is found in Angola, Cameroon, Republic of the Congo, Democratic Republic of the Congo, Ivory Coast, Equatorial Guinea, Gabon, Ghana, Guinea, Kenya, Liberia, Nigeria, and Uganda.Its natural habitats are subtropical or tropical dry forests and subtropical or tropical moist lowland forests.It is threatened by habitat loss."
PembaIslandDayGecko,,,"Phelsuma parkeri, commonly known as Parker's day gecko or the Pemba Island day gecko, is a diurnal species of gecko. The species lives on Pemba Island, Tanzania, and typically inhabits banana trees and dwellings. The Pemba Island day gecko feeds on insects and nectar."
PenalCode,,,"A criminal code (or penal code) is a document which compiles all, or a significant amount of, a particular jurisdiction's criminal law."
PenetratingAComputerNetwork,hacking (computer),hacking,
PENGUIN-CruiseMissile,,,"The Penguin anti-ship missile, designated AGM-119 by the U.S. military, is a Norwegian passive IR seeker-based short-to-medium range anti-ship guided missile, designed for naval use."
Penicillin,,,"This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of penicillin. This product category corresponds to the UNSPSC code: 51283400."
PeninsularChuckwalla,,,The peninsular chuckwalla (Sauromalus australis) is a lizard belonging to the family Iguanidae. It is in the same genus as the other chuckwalla species. S. australis inhabits southeastern Baja California and eastern Baja California Sur in Mexico.
PenisPlant,,,Penis plant is a common name for several plants and may refer to: \n*  Echinopsis lageniformis \n*  Amorphophallus titanum.
PenjaWhitePepper,,,Penja white pepper is a type of white pepper from Cameroon.
Pennales,,,"Order Pennales is a traditional subdivision of the heterokont algae known as diatoms. The order is named for the shape of the cell walls (or valves or frustules) of pennate diatoms, which are elongated in valve view. The valves may be linear or oval in shape, and usually bear bilaterally symmetrical ornamental patterns. These patterns are composed of a series of transverse lines (known as striae) that can appear as rows of dots when viewed with an optical microscope. Some pennate diatoms also exhibit a fissure along their longitudinal axis. This is known as a raphe, and is involved in gliding movements made by diatom cells; motile diatoms always possess a raphe."
Pennisetum,,,"Pennisetum /ˌpɛnᵻˈsiːtəm/ is a widespread genus of plants in the grass family, native to tropical and warm temperate regions of the world. They are known commonly as fountaingrasses."
PennisetumPurpureum,,,"Pennisetum purpureum, also known as Napier grass, elephant grass or Uganda grass, is a species of perennial tropical grass native to the African grasslands. It has low water and nutrient requirements, and therefore can make use of otherwise uncultivated lands. Historically, this wild species has been used primarily for grazing; recently, however, it has been incorporated into a pest management strategy. This technique involves the desired crop being planted alongside a 'push' plan, which repels pests, in combination with a 'pull' crop around the perimeter of the plot, which draw insects out of the plot. Napier grass has shown potential at attracting stemborer moths (a main cause of yield loss in Africa) away from maize and hence is the \""pull\"" crop."
PennsylvaniaWoodCockroach,,,The Pennsylvania wood cockroach (Parcoblatta pensylvanica) or Pennsylvanian cockroach is a common species of cockroach in eastern and central North America.
PentabromodiphenylEther,,,"Pentabromodiphenyl ether (also known as pentabromodiphenyl oxide) is a brominated flame retardant which belongs to the group of polybrominated diphenyl ethers (PBDEs). Because of their toxicity and persistence, their industrial production is to be eliminated under the Stockholm Convention, a treaty to control and phase out major persistent organic pollutants (POP)."
Pentachlorofluoroethane,,,"Pentachlorofluoroethane is a chlorofluorocarbon once used as a propellant and refrigerant. Its production and consumption has been banned since January 1, 1996 under the Montreal Protocol because of its ozone-depleting potential."
Pentecost,,,"The Christian holiday Pentecost (Ancient Greek: Πεντηκοστή [ἡμέρα], Pentēkostē [hēmera], \""the fiftieth [day]\"") is celebrated fifty days after Easter Day, counting inclusively (including both the first and last days), i.e. seven weeks after Easter Day. It falls on the tenth day after Ascension Thursday (which itself is 40 days after Easter)."
Pentose,,,A pentose is a monosaccharide with five carbon atoms. Pentoses are organized into two groups. Aldopentoses have an aldehyde functional group at position 1. Ketopentoses have a ketone functional group in position 2 or 3.
Peony,,,"The peony is a flowering plant in the genus Paeonia, the only genus in the family Paeoniaceae. They are native to Asia, Europe and Western North America. Scientists differ on the number of species that can be distinguished ranging from 25 to 40, although the current consensus is 33 known species. The relationships between the species need to be further clarified. Peonies are among the most popular garden plants in temperate regions. Herbaceous peonies are also sold as cut flower on a large scale, although generally only available in late spring and early summer."
Pepper,pepper,peppers,"This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of pepper. This product category corresponds to the UNSPSC code: 50405600."
Pepper-Foodstuff,pepper (food),pepper,
Pepper-TheSpice,pepper (spice),pepper,
Peppermint,,,"Peppermint (Mentha × piperita, also known as M. balsamea Willd.) is a hybrid mint, a cross between watermint and spearmint. The plant, indigenous to Europe and the Middle East, is now widespread in cultivation in many regions of the world. It is found wild occasionally with its parent species."
PepperSpray,,,"Pepper spray is a lachrymatory agent (a chemical compound that irritates the eyes to cause tears, pain, and temporary blindness) used in policing, riot control, crowd control, against protestors, and personal self-defense, including defense against dogs and bears. Its inflammatory effects cause the eyes to close, taking away vision. This temporary blindness allows officers to more easily restrain subjects and permits people using pepper spray for self-defense an opportunity to escape. Although considered a less-than-lethal agent, it has been deadly in rare cases, and concerns have been raised about a number of deaths where being pepper sprayed may have been a contributing factor. Generally it expires in 3 months."
PeppinMerinoSheep,,,"The Peppin Merino is a breed of Merino sheep raised for their wool, mostly in Australia. So important is the Peppin Merino that sheep men throughout Australia often classify their sheep simply as being either Peppin, or non-Peppin."
PepsiCola,,,"Pepsi (stylized in lowercase as pepsi and formerly stylized in uppercase as PEPSI) is a carbonated soft drink produced and manufactured by PepsiCo. Created and developed in 1893 and introduced as Brad's Drink, it was renamed as Pepsi-Cola on August 28, 1898, then to Pepsi in 1961. It is also currently known in select areas of North America alternatively as \""Pepsi-Cola Made with Real Sugar\"", as of 2014."
Peptide,,,"Peptides (from Gr. πεπτός, ""digested"", derived from πέσσειν, ""to digest"") are biologically occurring short chains of amino acid monomers linked by peptide (amide) bonds. The covalent chemical bonds are formed when the carboxyl group of one amino acid reacts with the amino group of another. The shortest peptides are dipeptides, consisting of 2 amino acids joined by a single peptide bond, followed by tripeptides, tetrapeptides, etc."
PerbromateIon,perbromateIon,perchlorate ion,
Perception-Topic,topics of 'perceptions',perception,This conceptual systems category is a focal point for aggregating topics of 'perceptions'.
Perching,,,The act of sitting or perching on something.
PerchlorateIon,perchlorate ion,perchlorate ion,
PercussionInstrument,,,"This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of percussion instrument. This product category corresponds to the UNSPSC code: 60131400."
PerdidoKeyBeachMouse,,,"The Perdido Key beach mouse (Peromyscus polionotus trissyllepsis) is an endangered subspecies of the oldfield mouse. It is found on Perdido Key, Florida. The small white and gray mouse, weighing only 13–16 g (0.46–0.56 oz), blends in well with the white quartz sand of northern Gulf coast beaches."
PerendaleSheep,,,The Perendale is a breed of sheep developed in New Zealand by Massey Agricultural College (now Massey University) for use in steep hill situations.  The breed is named after Sir Geoffrey Peren and it achieves its aims by being the offspring of Romney ewes and Cheviot rams with sturdy legs. It is raised primarily for meat.
Pereskia,,,"Pereskia, as traditionally circumscribed, is a genus of 17 tropical species and varieties of cacti that do not look much like other types of cacti, having substantial leaves and thin stems. They originate from the region between Brazil and Mexico. Members of this genus are usually referred to as lemon vines, rose cacti or leaf cacti, though the latter also refers to the genus Epiphyllum. The genus is named after Nicolas-Claude Fabri de Peiresc, a 16th-century French botanist."
PereskiaGrandifolia,,,"Pereskia grandifolia (rose cactus; syn. Cactus grandifolius Link, Rhodocactus grandifolius (Haw.) F.M.Knuth, Cactus rosa Vell.) is a cactus native to the Northeastern Brazil restingas. This plant is often used as a medicinal plant and an ornamental plant. In addition, it has edible leaves."
Perfluorohexane,,,"Perfluorohexane (C6F14), or tetradecafluorohexane, is a fluorocarbon. It is a derivative of hexane in which all of the hydrogen atoms are replaced by fluorine atoms. It is used in one formulation of the electronic cooling liquid/insulator Fluorinert for low-temperature applications due to its low boiling point of 56 °C and freezing point of −90 °C. It is odorless and colorless. Unlike typical hydrocarbons, the structure features a helical carbon backbone."
PerformingArtActivity,performing arts activity,,
PerformingInFrontOfGroup,performing,perform,The act of performing of some nature before an audience or group.
Perfume,,,"Perfume (UK /ˈpɜr.fjuːm/ US /pərˈfjuːm/; French: parfum) is a mixture of fragrant essential oils or aroma compounds, fixatives and solvents used to give the human body, animals, food, objects, and living spaces ""a pleasant scent.""Perfumes have been known to exist in some of the earliest human civilizations, either through ancient texts or from archaeological digs."
PericopsisElata,,,"Pericopsis elata, the African teak, afromosia, or afrormosia, is a species of flowering plant in the legume family, Fabaceae, which is native to moist, semi-deciduous African forests. It is a tall tree that produces timber of high commercial value."
PericopsisMooniana,,,"Pericopsis mooniana, the nandu wood or nedun tree, is a species of legume in the family Fabaceae. It is found in Indonesia, Malaysia, Micronesia, Palau, Papua New Guinea, the Philippines, and Sri Lanka. It is threatened by habitat loss."
Peridot,,,"The collection of all peridot. A type of Olivine. Peridot is an ExistingStuffType. This ‘commodity’ product category is drawn from UNSPSC, readily converted into other widely used systems. This commodity category is for peridot. This product category corresponds to the UNSPSC code: 11101532."
Perilla,,,"Perilla is a herb of the mint family, Lamiaceae. Though known to several cultures by different names, the disparate varieties are now classified under the single species Perilla frutescens. The plant overall resembles the stinging nettle, though the leaves are somewhat rounder."
PerillaFrutescens,,,"Perilla frutescens is a perennial plant  in the mint family, Lamiaceae. This species encompasses two distinct varieties  of a traditional crop from East Asia: 1.  \n* ) P. frutescens var. crispa is the aromatic leafy herb called by its Korean name jasoyup, 자소엽, and its Japanese name shiso, which in turn is a loan word from Chinese: 紫蘇; pinyin: zĭsū; Wade–Giles: tsu-su. The plant occurs in red (purple-leaved) or green-leaved forms. It also has a less fashionable translated name \""beefsteak plant\"", but starting around the 1980s, with the rise of popularity of Japanese cuisine, it has become increasingly more chic for the mass media to refer to it as shiso 2.  \n* ) P. frutescens var. frutescens, the oilseed crop, is the source of perilla oil. This variety is used as an ingredient in Korean cuis."
Periodical,,,"Periodical literature (also called a periodical publication or simply a periodical) is a category of serial publications that appear in a new edition on a regular schedule. The most familiar example is the magazine, typically published weekly, monthly, or quarterly. Newspapers, often published daily or weekly, are, strictly speaking, a separate category of serial."
PeriodicalCopy,periodical copy,periodical,
PeriodicPhenomena,time topics of 'periodic phenomena',periodic phenomena,This conceptual systems category is a focal point for aggregating time topics of 'periodic phenomena'.
Periphyllidae,,,"Periphyllidae is a family of jellyfish. It contains four genera and six species. The most well-known member of the family, Periphylla periphylla, is usually considered a deep-sea species, but it forms large blooms in surface waters of Norwegian fjords."
PerlamantisAlliberti,,,Perlamantis allibertii is a species of praying mantis in the genus Perlamantis. It is native to the Iberian Peninsula.
Perovskia,,,"Perovskia is a genus of flowering plants in the mint family, Lamiaceae. Members of the genus are native to southwestern and central Asia. It includes the garden plant Russian sage (P. atriplicifolia). The genus is named after the Russian general V. A. Perovski (1794-1857)."
PerovskiaAtriplicifolia,,,"Perovskia atriplicifolia (/pəˈrɒvskiə ætrɪplɪsɪˈfoʊliə/), commonly called Russian sage, is a flowering herbaceous perennial plant and subshrub. Although not a member of Salvia, the genus of other plants commonly called sage, it is closely related to them. It has an upright habit, typically reaching 0.5–1.2 m tall (1.6–3.9 ft), with square stems and grey-green leaves that yield a distinctive odor when crushed. It is best known for its flowers. Its flowering season extends from mid-summer to late October, with blue to violet blossoms arranged into showy, branched panicles."
PersianCat,,,"The Persian cat (Persian: گربه ایرانی) is a long-haired breed of cat characterized by its round face and short muzzle. In Britain, it is sometimes called the Longhair or Persian Longhair. It is also known as the Shirazi cat or Iranian cat, particularly in the Middle East. The first documented ancestors of the Persian were imported into Europe from Iran (Persia) around 1620. Recognized by the cat fancy since the late 19th century, it was developed first by the English, and then mainly by American breeders after the Second World War. Some cat fancier organizations' breed standards subsume the Himalayan and Exotic Shorthair as variants of this breed, while others treat them as separate breeds."
PersianDarnel,,,"Persian darnel or Persian ryegrass, (Lolium persicum) is an annual grass. It has an upright stem, branching from a reddish base, up to 45 cm tall. Its leaves are lower surface glossy, dark green, 6 mm wide."
PersianFallowDeer,,,"The Persian fallow deer (Dama dama mesopotamica) (\""gavazn-i zard\"" in Persian) is a rare ruminant mammal belonging to the family Cervidae. Its taxonomic status is disputed, with some maintaining it as a subspecies of the fallow deer, while others treat it as a separate species, Dama mesopotamica."
PersianJird,,,"The Persian jird (Meriones persicus) is a species of rodent in the family Muridae found in Afghanistan, Armenia, Azerbaijan, Iran, Iraq, Pakistan, Turkey, and Turkmenistan. The Persian jird is about 6 inches long and has a brush-tipped tail that is slightly longer than the body. They are brown with white bellies. The Persian jird's natural habitats are dry rocky hillsides with little vegetation and semi-desert areas. They find shelter in either small burrows or under overhanging rocks. These jirds can also be found living near humans, such as under walls."
PersianLeopard,,,"The Persian leopard (Panthera pardus ciscaucasica syn. Panthera pardus saxicolor), also called the Caucasian leopard or Central Asian leopard, is the largest leopard subspecies native to the Caucasus region, southern Turkmenistan, northern Iran and parts of western Afghanistan. It is listed as Endangered on the IUCN Red List; the population is estimated at fewer than 871–1,290 mature individuals and considered declining. Leopards possibly also occur in northern Iraq."
PersianTridentBat,,,"The rufous trident bat, Persian trident bat, or triple nose-leaf bat, Triaenops persicus, is a species of bat in the genus Triaenops. It occurs in southwestern Pakistan, southern Iran, the United Arab Emirates, Oman, and Yemen. In the last country, it occurs together with the much smaller Triaenops parvus. Populations from Madagascar and mainland Africa have also been assigned to T. persicus, but are referable to the species Triaenops menamena and Triaenops afer, respectively. Madagascar populations have also been referred to as Triaenops rufus, but this name is a synonym of T. persicus."
Persimmon,,,"The persimmon /pərˈsɪmən/ (sometimes spelled persimon) is the edible fruit of a number of species of trees in the genus Diospyros. Diospyros is in the family Ebenaceae. The most widely cultivated species is the Oriental or Japanese persimmon, Diospyros kaki. In color, the ripe fruit of the cultivated strains range from light yellow-orange to dark red-orange depending on the species and variety. They similarly vary in size from 1.5 to 9 cm (0.59 to 3.54 in) in diameter, and in shape the varieties may be spherical, acorn-, or pumpkin-shaped. The calyx generally remains attached to the fruit after harvesting, but becomes easy to remove once the fruit is ripe. The ripe fruit has a high glucose content. The protein content is low, but it has a balanced protein profile. This ‘class’ product category is drawn from UNSPSC, readily converted into other widely used systems. This product ‘class’ is an aggregate of persimmon. This product category corresponds to the UNSPSC code: 50305500. "
PersistentTrillium,,,"Trillium persistens, the persistent trillium, is a North American species of flowering plants in the genus Trillium of family Melanthiaceae (formerly Trilliaceae). The plant is also called the persistent wakerobin. Persistent trillium is an endangered herbaceous perennial plant that grows to a height of 20–30 cm, with three leaves in a whorl near the top of the stem just below the flower; each leaf is broad lanceolate, 3–9 cm long and 1.5–3.5 cm broad. The white flower has three petals, each petal 2–3.5 cm long and 0.5–1 cm broad."
PersonalComputer,,,"A personal computer (PC) is a general-purpose computer whose size, capabilities, and price make it feasible for individual use. PCs are intended to be operated directly by an end-user with only a general knowledge of computers, rather than by a computer expert or technician. Computers were invented to 'compute': to solve complex mathematical problems, but today, due to media dependency and the everyday use of computers, it is seen that 'computing' is the least important thing computers do. The computer time-sharing models that were typically used with larger, more expensive minicomputer and mainframe systems, to enable them be used by many people at the same time, are not used with PCs. A range of software applications (programs) are available for personal computers including, but ar."
PersonalDevice,personal gear,gear,
PersonalEquityPlan,,,In the United Kingdom a Personal Equity Plan was a form of tax-privileged investment account. They were introduced by Nigel Lawson in the 1986 budget for Margaret Thatcher's Conservative government to encourage equity ownership among the wider population. PEPs were allowed to contain collective investments such as unit trusts. In 1992 a new type of PEP called a single company PEP was introduced only allowed to hold single company shares. To distinguish between the two types the original variety were called general PEPs.
PersonalityDisorder,,,"Personality disorders are a class of mental disorders characterized by enduring maladaptive patterns of behavior, cognition, and inner experience, exhibited across many contexts and deviating markedly from those accepted by the individual's culture. These patterns develop early, are inflexible, and are associated with significant distress or disability. The definitions may vary somewhat, according to source."
PersonalityTesting,personality testing,personality tests,
